Customer Id,Age,Age_label,Edu,Years Employed,Years Employed_label,Income,Income_label,Address,Card Debt,Other Debt,Total Debt,Defaulted,DebtRatio,DebtIncomeRatio (%),Score Age,Score Income,Score DebtRatio,Score Years Employed,risk_score,risk_class
429,35,35-45,3,7,5–9,38,Mass,NBA005,1.383,4.355,5.738,0.0,0.151,15.1,2,1,4,3,0.31551029002657954,Low
430,28,25-35,1,4,2–4,19,Mass,NBA007,0.287,0.492,0.7789999999999999,0.0,0.040999999999999995,4.1,3,1,1,4,0.1714817967513675,Very low
431,39,35-45,1,16,10–19,52,Lower Affluent,NBA004,4.16,6.24,10.4,0.0,0.2,20.0,2,2,5,2,0.16156308550186443,Very low
433,32,25-35,2,2,2–4,15,Mass,NBA011,0.119,1.246,1.365,1.0,0.091,9.1,3,1,2,4,0.32710639380497813,Low
434,22,18-25,3,0,<2,18,Mass,NBA001,0.478,0.908,1.3860000000000001,0.0,0.077,7.7,4,1,2,5,0.4314055571691075,Medium
435,41,35-45,3,18,10–19,71,Lower Affluent,NBA006,6.566,4.581,11.147,1.0,0.157,15.7,2,2,4,2,0.09759677712359283,Very low
436,34,25-35,2,4,2–4,25,Mass,NBA010,0.57,0.88,1.45,0.0,0.057999999999999996,5.8,3,1,2,4,0.19907360913193176,Very low
437,34,25-35,2,9,5–9,27,Mass,NBA007,0.295,0.164,0.45899999999999996,0.0,0.017,1.7,3,1,1,3,0.04150484401628496,Very low
438,31,25-35,1,1,<2,24,Mass,NBA001,0.217,0.863,1.08,0.0,0.045,4.5,3,1,1,5,0.32473261282379545,Low
439,55,55-65,1,19,10–19,78,Lower Affluent,NBA002,4.405,7.763,12.168,0.0,0.156,15.6,2,2,4,2,0.102064851342029,Very low
440,40,35-45,1,21,20+,46,Mass,NBA021,0.967,1.885,2.852,0.0,0.062,6.2,2,1,2,1,0.0032968406390488404,Very low
441,41,35-45,1,13,10–19,44,Mass,NBA010,0.071,0.677,0.748,0.0,0.017,1.7,2,1,1,2,0.012863486462597667,Very low
442,43,35-45,2,10,10–19,37,Mass,NBA024,0.676,2.469,3.145,0.0,0.085,8.5,2,1,2,2,0.07518031881506543,Very low
443,36,35-45,1,6,5–9,26,Mass,NBA009,0.03,2.128,2.158,0.0,0.083,8.3,2,1,2,3,0.15980933162929137,Very low
444,51,45-55,2,31,20+,249,Affluent,NBA014,4.273,15.149,19.421999999999997,0.0,0.078,7.8,1,3,2,1,0.0041104111111735665,Very low
446,27,25-35,3,5,5–9,42,Mass,NBA004,2.708,5.65,8.358,1.0,0.19899999999999998,19.9,3,1,4,3,0.6562403183378606,High
447,36,35-45,2,11,10–19,49,Mass,NBA008,0.273,0.364,0.637,0.0,0.013000000000000001,1.3,2,1,1,2,0.018896214287825022,Very low
448,38,35-45,1,5,5–9,54,Lower Affluent,NBA005,1.5,4.224,5.724,0.0,0.106,10.6,2,2,3,3,0.37404313124942834,Low
449,47,45-55,1,17,10–19,43,Mass,NBA021,0.588,1.82,2.408,0.0,0.055999999999999994,5.6,1,1,2,2,0.008684287389854928,Very low
450,33,25-35,1,13,10–19,42,Mass,NBA013,0.228,1.284,1.512,0.0,0.036000000000000004,3.6,3,1,1,2,0.017117417316918432,Very low
451,41,35-45,3,12,10–19,86,Lower Affluent,NBA011,4.991,17.799,22.79,1.0,0.265,26.5,2,2,5,2,0.9690737213799466,Very high
452,33,25-35,1,9,5–9,29,Mass,NBA004,1.349,2.653,4.002,1.0,0.138,13.8,3,1,3,3,0.1402944514869303,Very low
453,21,18-25,3,0,<2,26,Mass,NBA001,1.53,0.472,2.002,0.0,0.077,7.7,4,1,2,5,0.4546268716180001,Medium
454,34,25-35,1,0,<2,21,Mass,NBA001,0.187,1.325,1.512,0.0,0.07200000000000001,7.2,3,1,2,5,0.4418726993440156,Medium
455,51,45-55,2,27,20+,166,Affluent,NBA021,0.821,18.269,19.09,0.0,0.115,11.5,1,3,3,1,0.03875083949507679,Very low
456,36,35-45,2,0,<2,30,Mass,NBA017,0.329,2.581,2.91,0.0,0.09699999999999999,9.7,2,1,2,5,0.5389624035575187,Medium
457,23,18-25,2,0,<2,17,Mass,NBA001,2.044,2.665,4.709,1.0,0.27699999999999997,27.7,4,1,5,5,0.7448300024121917,High
459,29,25-35,1,7,5–9,22,Mass,NBA009,0.551,1.583,2.134,0.0,0.09699999999999999,9.7,3,1,2,3,0.13118566892747632,Very low
460,46,45-55,3,9,5–9,60,Lower Affluent,NBA010,1.607,7.574,9.181,0.0,0.153,15.3,1,2,4,3,0.41220514365809835,Medium
461,45,45-55,3,2,2–4,39,Mass,NBA005,0.459,1.452,1.911,0.0,0.049,4.9,1,1,1,4,0.29411330060849566,Low
462,41,35-45,3,17,10–19,176,Affluent,NBA012,11.359,5.009,16.368000000000002,1.0,0.09300000000000001,9.3,2,3,2,2,0.14766547794054596,Very low
463,28,25-35,1,4,2–4,16,Mass,NBA001,1.085,2.723,3.808,0.0,0.23800000000000002,23.8,3,1,5,4,0.4233479170849837,Medium
464,37,35-45,1,6,5–9,29,Mass,NBA009,1.716,3.011,4.727,0.0,0.163,16.3,2,1,4,3,0.32741231297322254,Low
465,25,25-35,1,8,5–9,35,Mass,NBA001,0.077,0.938,1.015,0.0,0.028999999999999998,2.9,3,1,1,3,0.055956889182752226,Very low
466,48,45-55,3,0,<2,19,Mass,NBA027,0.85,1.202,2.052,0.0,0.10800000000000001,10.8,1,1,3,5,0.5176597326741503,Medium
467,37,35-45,3,12,10–19,83,Lower Affluent,NBA008,0.32,3.083,3.403,0.0,0.040999999999999995,4.1,2,2,1,2,0.02354269584989934,Very low
468,32,25-35,1,3,2–4,23,Mass,NBA010,0.053,1.373,1.426,0.0,0.062,6.2,3,1,2,4,0.24813609115477112,Low
469,31,25-35,1,15,10–19,60,Lower Affluent,NBA002,0.804,2.076,2.88,0.0,0.048,4.8,3,2,1,2,0.01249903187637178,Very low
470,48,45-55,4,14,10–19,59,Lower Affluent,NBA010,4.936,4.799,9.735,1.0,0.165,16.5,1,2,4,2,0.18957258675692654,Very low
471,45,45-55,1,22,20+,91,Lower Affluent,NBA024,1.256,9.391,10.647,0.0,0.11699999999999999,11.7,1,2,3,1,0.021983623338042647,Very low
473,39,35-45,1,19,10–19,46,Mass,NBA008,2.516,1.67,4.186,0.0,0.091,9.1,2,1,2,2,0.009195731445482282,Very low
474,41,35-45,1,19,10–19,96,Lower Affluent,NBA001,2.254,5.234,7.4879999999999995,0.0,0.078,7.8,2,2,2,2,0.01383520063696494,Very low
475,50,45-55,2,15,10–19,60,Lower Affluent,NBA031,0.468,0.192,0.66,0.0,0.011000000000000001,1.1,1,2,1,2,0.005903104646100975,Very low
476,22,18-25,3,0,<2,23,Mass,NBA000,0.373,1.559,1.932,1.0,0.084,8.4,4,1,2,5,0.46205492075996546,Medium
477,43,35-45,2,6,5–9,54,Lower Affluent,NBA024,0.622,4.562,5.184,0.0,0.096,9.6,2,2,2,3,0.2760333173013986,Low
478,33,25-35,1,8,5–9,27,Mass,NBA007,0.777,0.789,1.566,0.0,0.057999999999999996,5.8,3,1,2,3,0.07944889467030486,Very low
479,29,25-35,1,11,10–19,32,Mass,NBA007,0.927,0.993,1.92,0.0,0.06,6.0,3,1,2,2,0.038687966243358206,Very low
480,24,18-25,1,3,2–4,21,Mass,NBA003,2.682,3.387,6.069,1.0,0.289,28.9,4,1,5,4,0.6718326927953581,High
482,37,35-45,4,1,<2,33,Mass,NBA014,2.694,2.619,5.313000000000001,1.0,0.161,16.1,2,1,4,5,0.6813519862914902,High
483,34,25-35,2,8,5–9,78,Lower Affluent,NBA006,2.157,2.055,4.212,0.0,0.054000000000000006,5.4,3,2,2,3,0.091907702389528,Very low
484,22,18-25,1,1,<2,17,Mass,NBA003,0.806,2.356,3.162,0.0,0.18600000000000003,18.6,4,1,4,5,0.5459575045030993,Medium
485,41,35-45,1,4,2–4,25,Mass,NBA019,1.06,1.464,2.524,0.0,0.10099999999999999,10.1,2,1,3,4,0.279269061254737,Low
486,32,25-35,2,7,5–9,32,Mass,NBA010,0.433,0.943,1.376,0.0,0.043,4.3,3,1,1,3,0.08748090504958028,Very low
487,35,35-45,1,15,10–19,40,Mass,NBA011,1.214,6.186,7.4,0.0,0.185,18.5,2,1,4,2,0.09036150772481769,Very low
488,41,35-45,1,24,20+,100,Affluent,NBA015,5.06,6.44,11.5,0.0,0.115,11.5,2,3,3,1,0.01513305929209723,Very low
489,21,18-25,2,1,<2,16,Mass,NBA002,0.242,2.638,2.88,1.0,0.18,18.0,4,1,4,5,0.5224685818554817,Medium
490,23,18-25,1,2,2–4,25,Mass,NBA001,0.124,1.001,1.125,1.0,0.045,4.5,4,1,1,4,0.26328434030980896,Low
491,25,25-35,1,6,5–9,22,Mass,NBA006,2.262,2.182,4.444,0.0,0.20199999999999999,20.2,3,1,5,3,0.32370602257813247,Low
492,40,35-45,1,12,10–19,89,Lower Affluent,NBA006,2.772,12.714,15.486,0.0,0.174,17.4,2,2,4,2,0.6629087183679,High
493,38,35-45,1,11,10–19,35,Mass,NBA013,1.266,1.534,2.8,0.0,0.08,8.0,2,1,2,2,0.052526612663116444,Very low
495,40,35-45,1,13,10–19,28,Mass,NBA002,0.965,0.687,1.6520000000000001,0.0,0.059000000000000004,5.9,2,1,2,2,0.023271904371432454,Very low
496,29,25-35,2,1,<2,25,Mass,NBA007,0.569,2.031,2.6,0.0,0.10400000000000001,10.4,3,1,3,5,0.45828747169261413,Medium
497,25,25-35,1,3,2–4,18,Mass,NBA002,0.352,2.582,2.9339999999999997,1.0,0.163,16.3,3,1,4,4,0.3897342929026319,Low
498,33,25-35,1,14,10–19,72,Lower Affluent,NBA008,15.017,14.719,29.735999999999997,1.0,0.413,41.3,3,2,5,2,0.996738046564765,Very high
500,24,18-25,1,1,<2,18,Mass,NBA000,0.239,0.823,1.0619999999999998,1.0,0.059000000000000004,5.9,4,1,2,5,0.34006787466348415,Low
501,29,25-35,2,4,2–4,37,Mass,NBA003,1.16,1.282,2.442,1.0,0.066,6.6,3,1,2,4,0.2252748761018107,Low
502,28,25-35,2,0,<2,29,Mass,NBA007,2.148,1.709,3.857,1.0,0.133,13.3,3,1,3,5,0.6240835175838679,High
505,31,25-35,2,2,2–4,26,Mass,NBA001,0.283,1.485,1.768,1.0,0.068,6.8,3,1,2,4,0.3174209466721166,Low
506,28,25-35,3,5,5–9,44,Mass,NBA009,0.773,3.055,3.8280000000000003,0.0,0.087,8.7,3,1,2,3,0.2500513964957575,Low
507,39,35-45,2,15,10–19,32,Mass,NBA019,0.422,1.146,1.5679999999999998,0.0,0.049,4.9,2,1,1,2,0.012457755885602622,Very low
508,33,25-35,2,2,2–4,35,Mass,NBA014,2.124,5.891,8.015,1.0,0.22899999999999998,22.9,3,1,5,4,0.8132796955220166,Very high
509,41,35-45,2,19,10–19,68,Lower Affluent,NBA002,1.507,2.437,3.944,0.0,0.057999999999999996,5.8,2,2,2,2,0.005895605973317122,Very low
510,29,25-35,2,1,<2,29,Mass,NBA007,2.33,3.818,6.148,1.0,0.212,21.2,3,1,5,5,0.7551074342570092,High
511,31,25-35,1,2,2–4,22,Mass,NBA004,1.092,1.702,2.794,1.0,0.127,12.7,3,1,3,4,0.4270269697045215,Medium
512,28,25-35,4,0,<2,38,Mass,NBA005,0.636,3.316,3.952,0.0,0.10400000000000001,10.4,3,1,3,5,0.5944357955429971,Medium
513,35,35-45,1,0,<2,34,Mass,NBA005,1.37,2.404,3.774,1.0,0.111,11.1,2,1,3,5,0.6016100729879233,High
514,54,45-55,1,25,20+,120,Affluent,NBA012,14.596,17.204,31.8,1.0,0.265,26.5,1,3,5,1,0.9418340647217827,Very high
516,46,45-55,1,9,5–9,31,Mass,NBA023,1.617,2.661,4.2780000000000005,0.0,0.138,13.8,1,1,3,3,0.15538978552250038,Very low
517,23,18-25,2,3,2–4,22,Mass,NBA003,1.274,1.234,2.508,1.0,0.114,11.4,4,1,3,4,0.33108862689146273,Low
518,28,25-35,2,6,5–9,38,Mass,NBA007,0.774,1.962,2.7359999999999998,0.0,0.07200000000000001,7.2,3,1,2,3,0.15756323999783592,Very low
519,24,18-25,1,3,2–4,15,Mass,NBA005,0.073,1.622,1.695,1.0,0.113,11.3,4,1,3,4,0.2920042154530704,Low
520,41,35-45,2,7,5–9,63,Lower Affluent,NBA017,4.638,5.064,9.702,0.0,0.154,15.4,2,2,4,3,0.5746756689241234,Medium
521,43,35-45,2,9,5–9,60,Lower Affluent,NBA005,4.039,8.201,12.24,1.0,0.204,20.4,2,2,5,3,0.685411879232097,High
522,27,25-35,3,3,2–4,35,Mass,NBA004,1.601,3.054,4.654999999999999,0.0,0.133,13.3,3,1,3,4,0.47520417746474297,Medium
524,28,25-35,1,2,2–4,18,Mass,NBA000,1.939,0.725,2.664,1.0,0.14800000000000002,14.8,3,1,3,4,0.43101544916300466,Medium
526,35,35-45,3,1,<2,20,Mass,NBA004,0.853,0.727,1.58,0.0,0.079,7.9,2,1,2,5,0.3891002592005561,Low
527,31,25-35,1,11,10–19,28,Mass,NBA006,0.345,0.999,1.3439999999999999,1.0,0.048,4.8,3,1,1,2,0.03361305000906946,Very low
528,42,35-45,2,14,10–19,48,Mass,NBA001,1.201,2.927,4.128,1.0,0.086,8.6,2,1,2,2,0.03251102043538524,Very low
529,29,25-35,1,1,<2,18,Mass,NBA003,1.981,2.627,4.608,1.0,0.256,25.6,3,1,5,5,0.6821779108167011,High
530,36,35-45,1,4,2–4,17,Mass,NBA015,0.521,2.42,2.941,0.0,0.17300000000000001,17.3,2,1,4,4,0.3435901899841293,Low
532,31,25-35,1,12,10–19,31,Mass,NBA004,2.057,5.29,7.3469999999999995,0.0,0.237,23.7,3,1,5,2,0.2020798955962284,Low
533,43,35-45,4,18,10–19,446,Upper Affluent,NBA014,16.031,12.959,28.99,1.0,0.065,6.5,2,4,2,2,0.15468035674571018,Very low
535,31,25-35,1,9,5–9,28,Mass,NBA010,0.048,0.624,0.672,0.0,0.024,2.4,3,1,1,3,0.04371382520048148,Very low
537,28,25-35,2,2,2–4,23,Mass,NBA003,0.187,1.285,1.472,1.0,0.064,6.4,3,1,2,4,0.30149726696168044,Low
538,35,35-45,1,7,5–9,29,Mass,NBA014,0.264,1.157,1.421,0.0,0.049,4.9,2,1,1,3,0.09400699012778986,Very low
539,38,35-45,1,5,5–9,21,Mass,NBA013,0.45,1.44,1.89,0.0,0.09,9.0,2,1,2,3,0.19777650338928796,Very low
540,40,35-45,1,14,10–19,43,Mass,NBA021,2.793,3.657,6.45,1.0,0.15,15.0,2,1,4,2,0.08033620738536879,Very low
542,38,35-45,2,8,5–9,38,Mass,NBA016,0.029,0.199,0.228,0.0,0.006,0.6,2,1,1,3,0.04218574432623763,Very low
543,27,25-35,3,4,2–4,40,Mass,NBA001,0.284,0.956,1.24,1.0,0.031,3.1,3,1,1,4,0.14814756482469674,Very low
544,49,45-55,1,11,10–19,39,Mass,NBA005,2.458,1.481,3.939,0.0,0.10099999999999999,10.1,1,1,3,2,0.07690712927198888,Very low
545,38,35-45,1,18,10–19,45,Mass,NBA007,0.535,2.615,3.1500000000000004,0.0,0.07,7.0,2,1,2,2,0.008229357406832546,Very low
546,43,35-45,1,16,10–19,89,Lower Affluent,NBA007,0.159,0.197,0.356,0.0,0.004,0.4,2,2,1,2,0.0024873680873184873,Very low
547,36,35-45,2,9,5–9,49,Mass,NBA006,0.818,3.396,4.2139999999999995,1.0,0.086,8.6,2,1,2,3,0.11200188619417166,Very low
548,37,35-45,1,4,2–4,23,Mass,NBA000,0.87,1.982,2.852,0.0,0.124,12.4,2,1,3,4,0.3102056699677109,Low
549,46,45-55,3,22,20+,99,Lower Affluent,NBA004,0.827,1.45,2.277,0.0,0.023,2.3,1,2,1,1,0.0008880092680431472,Very low
550,22,18-25,2,0,<2,20,Mass,NBA003,0.207,0.913,1.12,0.0,0.055999999999999994,5.6,4,1,2,5,0.39724957033757075,Low
551,47,45-55,1,13,10–19,51,Lower Affluent,NBA025,3.739,8.399,12.137999999999998,0.0,0.23800000000000002,23.8,1,2,5,2,0.4637714360345254,Medium
553,30,25-35,4,2,2–4,25,Mass,NBA008,1.77,0.73,2.5,0.0,0.1,10.0,3,1,3,4,0.3850338842732602,Low
554,51,45-55,2,19,10–19,159,Affluent,NBA025,1.068,3.384,4.452,0.0,0.027999999999999997,2.8,1,3,1,2,0.0017238655778977793,Very low
558,46,45-55,2,9,5–9,15,Mass,NBA026,0.015,0.63,0.645,0.0,0.043,4.3,1,1,1,3,0.05626843615365356,Very low
559,29,25-35,1,7,5–9,20,Mass,NBA005,1.006,2.954,3.96,1.0,0.198,19.8,3,1,4,3,0.24333884565575445,Low
560,26,25-35,1,1,<2,21,Mass,NBA000,0.608,0.421,1.029,0.0,0.049,4.9,3,1,1,5,0.3272887684824246,Low
562,39,35-45,1,22,20+,52,Lower Affluent,NBA003,1.155,0.509,1.6640000000000001,0.0,0.032,3.2,2,2,1,1,0.0014609157509224919,Very low
563,30,25-35,2,10,10–19,22,Mass,NBA004,1.41,2.132,3.542,0.0,0.161,16.1,3,1,4,2,0.1057964748550667,Very low
564,41,35-45,3,7,5–9,56,Lower Affluent,NBA006,0.374,7.746,8.120000000000001,1.0,0.145,14.5,2,2,3,3,0.45747409139552186,Medium
565,25,25-35,2,4,2–4,27,Mass,NBA005,0.549,0.801,1.35,1.0,0.05,5.0,3,1,2,4,0.18241188182209436,Very low
566,34,25-35,1,16,10–19,48,Mass,NBA009,1.474,2.174,3.6479999999999997,0.0,0.076,7.6,3,1,2,2,0.01571088983453374,Very low
568,25,25-35,1,4,2–4,23,Mass,NBA000,0.252,0.944,1.196,0.0,0.052000000000000005,5.2,3,1,2,4,0.1836550165908195,Very low
569,39,35-45,1,20,20+,67,Lower Affluent,NBA009,3.834,16.668,20.502,0.0,0.306,30.6,2,2,5,1,0.689491821867672,High
570,26,25-35,1,4,2–4,20,Mass,NBA003,0.319,0.761,1.08,0.0,0.054000000000000006,5.4,3,1,2,4,0.18519761941449397,Very low
571,31,25-35,1,8,5–9,41,Mass,NBA003,0.134,5.032,5.166,0.0,0.126,12.6,3,1,3,3,0.20967956419518358,Low
572,40,35-45,3,5,5–9,220,Affluent,NBA003,8.166,27.034,35.2,1.0,0.16,16.0,2,3,4,3,0.9995234624152654,Very high
573,42,35-45,1,6,5–9,31,Mass,NBA009,1.025,2.571,3.596,0.0,0.11599999999999999,11.6,2,1,3,3,0.23654589966170064,Low
574,23,18-25,1,1,<2,21,Mass,NBA000,1.21,0.554,1.764,1.0,0.084,8.4,4,1,2,5,0.3908121698064191,Low
575,34,25-35,1,9,5–9,48,Mass,NBA008,0.42,4.044,4.4639999999999995,0.0,0.09300000000000001,9.3,3,1,2,3,0.12268892381251052,Very low
576,28,25-35,4,0,<2,29,Mass,NBA007,1.425,5.593,7.018,0.0,0.242,24.2,3,1,5,5,0.8485062680221521,Very high
577,29,25-35,1,6,5–9,21,Mass,NBA007,1.11,2.691,3.801,0.0,0.18100000000000002,18.1,3,1,4,3,0.27848683266481994,Low
578,29,25-35,2,3,2–4,26,Mass,NBA006,0.538,1.048,1.586,1.0,0.061,6.1,3,1,2,4,0.2478643573737167,Low
579,24,18-25,2,2,2–4,26,Mass,NBA003,0.888,1.634,2.522,1.0,0.09699999999999999,9.7,4,1,2,4,0.3772437545112189,Low
580,53,45-55,1,9,5–9,50,Lower Affluent,NBA018,2.016,3.584,5.6,1.0,0.11199999999999999,11.2,1,2,3,3,0.182556546605491,Very low
581,39,35-45,1,19,10–19,60,Lower Affluent,NBA015,9.593,6.667,16.259999999999998,1.0,0.271,27.1,2,2,5,2,0.4029997278510498,Medium
582,28,25-35,4,2,2–4,41,Mass,NBA004,0.459,0.566,1.025,1.0,0.025,2.5,3,1,1,4,0.2123579937177761,Low
584,39,35-45,1,12,10–19,46,Mass,NBA010,0.561,1.739,2.3000000000000003,0.0,0.05,5.0,2,1,2,2,0.028509914482244637,Very low
585,38,35-45,1,18,10–19,44,Mass,NBA019,0.606,1.374,1.98,0.0,0.045,4.5,2,1,1,2,0.005393295752919026,Very low
586,34,25-35,4,6,5–9,27,Mass,NBA003,1.982,7.549,9.531,1.0,0.353,35.3,3,1,5,3,0.7617178936936059,High
587,31,25-35,1,11,10–19,45,Mass,NBA012,2.739,4.911,7.6499999999999995,0.0,0.17,17.0,3,1,4,2,0.22148812583451521,Low
588,40,35-45,1,2,2–4,32,Mass,NBA004,0.854,0.33,1.184,0.0,0.037000000000000005,3.7,2,1,1,4,0.25800705468376217,Low
589,32,25-35,1,8,5–9,26,Mass,NBA006,0.326,0.74,1.066,0.0,0.040999999999999995,4.1,3,1,1,3,0.06722331469224321,Very low
592,44,35-45,2,12,10–19,86,Lower Affluent,NBA005,1.476,9.704,11.18,0.0,0.13,13.0,2,2,3,2,0.29801118706981194,Low
594,41,35-45,2,6,5–9,36,Mass,NBA000,4.514,2.506,7.02,1.0,0.195,19.5,2,1,4,3,0.509963214449586,Medium
595,28,25-35,1,0,<2,28,Mass,NBA002,2.284,7.04,9.324,1.0,0.33299999999999996,33.3,3,1,5,5,0.932923760439919,Very high
598,25,25-35,1,9,5–9,18,Mass,NBA004,0.066,0.15,0.216,0.0,0.012,1.2,3,1,1,3,0.04213602693840539,Very low
599,43,35-45,2,16,10–19,83,Lower Affluent,NBA010,0.259,3.144,3.403,0.0,0.040999999999999995,4.1,2,2,1,2,0.008441450058575668,Very low
600,45,45-55,1,12,10–19,37,Mass,NBA019,1.343,2.172,3.515,0.0,0.095,9.5,1,1,2,2,0.05248165571002999,Very low
601,35,35-45,1,13,10–19,35,Mass,NBA015,0.432,1.143,1.575,0.0,0.045,4.5,2,1,1,2,0.01977148776742673,Very low
602,34,25-35,1,13,10–19,51,Lower Affluent,NBA011,1.875,3.021,4.896,0.0,0.096,9.6,3,2,2,2,0.051179288438290456,Very low
603,29,25-35,1,2,2–4,14,Mass,NBA000,0.587,1.429,2.016,1.0,0.14400000000000002,14.4,3,1,3,4,0.38956144900785855,Low
604,32,25-35,2,11,10–19,75,Lower Affluent,NBA006,7.759,9.716,17.475,1.0,0.233,23.3,3,2,5,2,0.8690298654365191,Very high
605,27,25-35,3,6,5–9,26,Mass,NBA004,0.93,1.774,2.704,0.0,0.10400000000000001,10.4,3,1,3,3,0.18488661510798052,Very low
606,39,35-45,1,16,10–19,57,Lower Affluent,NBA020,1.559,9.499,11.058,0.0,0.19399999999999998,19.4,2,2,4,2,0.18403637529619782,Very low
608,31,25-35,4,1,<2,29,Mass,NBA006,1.065,2.154,3.219,0.0,0.111,11.1,3,1,3,5,0.5017756787233857,Medium
609,28,25-35,1,4,2–4,28,Mass,NBA002,0.437,3.539,3.976,1.0,0.142,14.2,3,1,3,4,0.3791536385305815,Low
610,27,25-35,2,8,5–9,38,Mass,NBA004,0.364,2.258,2.622,0.0,0.069,6.9,3,1,2,3,0.09483721017410253,Very low
612,31,25-35,1,9,5–9,26,Mass,NBA005,0.31,0.86,1.17,0.0,0.045,4.5,3,1,1,3,0.054169883795128874,Very low
613,32,25-35,1,0,<2,20,Mass,NBA004,0.263,0.337,0.6000000000000001,1.0,0.03,3.0,3,1,1,5,0.3583609330503266,Low
614,29,25-35,2,9,5–9,36,Mass,NBA003,0.127,0.377,0.504,0.0,0.013999999999999999,1.4,3,1,1,3,0.03602133815341605,Very low
615,31,25-35,2,9,5–9,53,Lower Affluent,NBA008,1.195,5.96,7.155,0.0,0.135,13.5,3,2,3,3,0.25880059643136116,Low
616,32,25-35,2,5,5–9,43,Mass,NBA005,1.806,4.644,6.45,1.0,0.15,15.0,3,1,4,3,0.48151151992786784,Medium
617,39,35-45,1,6,5–9,42,Mass,NBA019,2.541,5.817,8.358,1.0,0.19899999999999998,19.9,2,1,4,3,0.6052614198699345,High
618,27,25-35,2,7,5–9,30,Mass,NBA008,0.448,0.752,1.2,1.0,0.04,4.0,3,1,1,3,0.08327737377353639,Very low
619,29,25-35,1,13,10–19,42,Mass,NBA001,1.458,1.65,3.1079999999999997,1.0,0.07400000000000001,7.4,3,1,2,2,0.030415797389008063,Very low
620,31,25-35,1,11,10–19,34,Mass,NBA006,0.298,2.014,2.312,0.0,0.068,6.8,3,1,2,2,0.04356356530368381,Very low
621,41,35-45,2,22,20+,75,Lower Affluent,NBA017,9.877,7.823,17.700000000000003,0.0,0.23600000000000002,23.6,2,2,5,1,0.2857911957987568,Low
623,35,35-45,2,0,<2,22,Mass,NBA016,1.97,1.33,3.3,1.0,0.15,15.0,2,1,4,5,0.6110605663595557,High
624,38,35-45,2,2,2–4,22,Mass,NBA016,1.209,3.785,4.994,1.0,0.22699999999999998,22.7,2,1,5,4,0.6442039507225098,High
625,29,25-35,1,1,<2,17,Mass,NBA009,0.157,0.982,1.139,0.0,0.067,6.7,3,1,2,5,0.3555161135740526,Low
626,37,35-45,1,7,5–9,32,Mass,NBA003,2.697,3.575,6.272,0.0,0.196,19.6,2,1,4,3,0.38915071571513676,Low
627,26,25-35,1,8,5–9,25,Mass,NBA004,0.21,0.965,1.175,0.0,0.047,4.7,3,1,1,3,0.06948839816006207,Very low
628,27,25-35,1,0,<2,16,Mass,NBA005,0.13,0.046,0.176,0.0,0.011000000000000001,1.1,3,1,1,5,0.33084757348995686,Low
629,42,35-45,2,18,10–19,66,Lower Affluent,NBA023,1.641,4.695,6.336,0.0,0.096,9.6,2,2,2,2,0.019238940159090057,Very low
632,36,35-45,1,10,10–19,28,Mass,NBA000,0.815,2.321,3.136,1.0,0.11199999999999999,11.2,2,1,3,2,0.0845317331281111,Very low
633,48,45-55,1,17,10–19,66,Lower Affluent,NBA022,1.468,0.644,2.112,0.0,0.032,3.2,1,2,1,2,0.0053802050334597435,Very low
634,45,45-55,1,10,10–19,52,Lower Affluent,NBA014,0.932,1.876,2.808,0.0,0.054000000000000006,5.4,1,2,2,2,0.05313985572754723,Very low
636,26,25-35,1,6,5–9,22,Mass,NBA000,0.721,1.545,2.266,0.0,0.10300000000000001,10.3,3,1,3,3,0.1701561501619999,Very low
638,50,45-55,3,10,10–19,80,Lower Affluent,NBA020,2.479,7.281,9.76,0.0,0.122,12.2,1,2,3,2,0.32548473809567774,Low
639,30,25-35,1,11,10–19,33,Mass,NBA001,0.682,2.09,2.772,0.0,0.084,8.4,3,1,2,2,0.05215186853603951,Very low
